"idauniq","W4_Drink","W5_Drink","W6_Drink","W7_Drink","W8_Drink","Sex"
162142,-99,-99,-99,-99,-99,2
162145,2,2,2,2,2,2
162151,2,3,3,3,3,1
162152,2,2,2,1,1,1
162153,4,4,3,3,3,1
162154,2,-99,-99,-99,-99,1
162155,2,2,2,2,2,2
162157,-99,-99,-99,-99,-99,2
162158,2,2,2,2,2,2
162159,3,3,3,2,3,2
162160,-99,-99,-99,-99,-99,2
162161,2,2,1,-99,2,2
162162,2,2,3,2,3,2
162164,4,3,3,3,2,1
162165,-99,-99,-99,-99,-99,2
162166,1,2,-99,2,1,1
162167,3,2,2,2,2,2
162168,3,3,2,3,3,1
162170,2,2,2,2,2,1
162176,2,2,2,2,2,1
162177,3,3,3,-99,2,1
162179,3,3,3,3,3,1
162181,3,3,3,3,3,2
162183,1,-99,-99,-99,-99,2
162185,-99,-99,-99,-99,-99,2
162187,2,3,2,2,3,1
162191,2,2,2,2,2,2
162192,2,-99,3,2,-99,2
162193,1,1,1,1,1,2
162194,-99,2,1,1,1,2
162195,3,3,3,3,3,1
162196,-99,-99,-99,-99,-99,2
162199,-99,-99,-99,-99,2,1
162201,1,3,3,2,3,2
162202,-99,-99,-99,-99,-99,2
162205,3,2,2,-99,2,1
162206,1,1,1,1,1,2
162207,2,2,2,2,2,1
162210,1,-99,1,2,1,1
162211,3,3,2,2,3,2
162213,-99,2,2,2,2,1
162214,2,2,-99,2,2,2
162215,3,3,4,2,-99,2
162216,-99,1,2,-99,1,2
162225,-99,-99,-99,-99,-99,2
162226,3,2,3,3,3,2
162228,-99,2,-99,-99,2,1
162230,3,2,2,3,2,1
162231,-99,-99,-99,-99,-99,2
162232,3,3,3,3,3,2
162236,-99,2,2,-99,2,2
162238,2,2,2,2,2,1
162240,2,2,2,2,1,1
162242,-99,-99,-99,-99,-99,2
162243,3,2,2,-99,2,2
162244,3,-99,3,2,2,2
162246,2,3,2,2,-99,2
162247,2,2,2,2,2,1
162248,2,2,1,2,1,1
162249,1,-99,1,1,2,2
162251,1,1,-99,-99,-99,1
162252,1,1,2,1,1,1
162254,2,2,2,3,2,2
162255,2,2,2,2,2,2
162257,1,1,-99,-99,-99,1
162263,2,1,1,2,2,2
162264,-99,4,4,4,4,1
162265,1,1,1,2,-99,2
162266,3,3,3,3,2,1
162268,1,-99,1,1,-99,2
162269,3,3,4,2,2,2
162270,2,2,2,2,2,2
162271,1,1,2,1,-99,2
162272,2,2,1,2,2,1
162273,2,2,2,-99,2,2
162278,2,2,2,2,3,2
162281,2,2,2,2,2,1
162283,1,1,2,1,-99,1
162287,3,4,3,3,3,1
162289,1,1,1,-99,-99,2
162290,2,2,2,2,2,2
162292,2,2,3,2,2,1
162300,2,1,2,1,1,2
162301,3,3,3,3,3,1
162304,3,3,3,3,3,1
162305,-99,3,-99,3,3,1
162307,-99,2,3,2,-99,2
162313,-99,3,3,3,-99,1
162314,-99,-99,-99,-99,-99,1
162315,-99,-99,-99,-99,-99,1
162316,3,3,3,3,3,1
162317,4,3,3,1,2,1
162319,2,2,2,2,2,1
162320,2,1,2,2,3,2
162322,-99,3,3,3,3,1
162327,2,3,3,3,2,2
162328,-99,1,2,1,2,1
162331,3,3,3,3,3,1
162332,1,1,1,1,1,1
162333,-99,2,2,2,-99,2
162334,2,2,2,3,3,1
162338,2,3,2,3,2,2
162339,4,3,3,3,3,2
162340,2,2,2,2,2,2
162342,3,3,2,2,2,1
162346,3,2,2,2,2,2
162347,3,2,3,2,2,1
162348,-99,2,1,2,-99,1
162349,3,3,3,3,3,2
162354,2,1,2,1,2,2
162355,-99,2,2,3,3,1
162358,2,1,2,1,1,1
162359,2,1,1,1,1,2
162360,-99,2,1,1,-99,2
162363,3,3,-99,3,-99,1
162364,-99,-99,-99,-99,-99,2
162365,3,2,2,2,-99,1
162366,-99,2,2,2,2,1
162367,-99,2,2,3,3,1
162368,-99,2,1,1,1,2
162369,4,1,2,2,2,2
162370,2,1,2,2,1,2
162372,4,4,4,3,4,1
162375,-99,-99,-99,-99,-99,2
162378,3,3,3,3,3,2
162382,2,2,1,1,1,2
162383,4,4,-99,2,-99,2
162387,-99,2,3,3,2,2
162389,2,2,2,1,1,2
162390,2,1,2,2,2,2
162391,3,4,4,3,3,1
162392,1,1,1,1,1,2
162396,3,3,3,3,3,1
162399,3,3,2,3,3,1
162400,1,3,3,3,4,1
162403,-99,1,2,1,2,2
162405,3,2,3,4,3,1
162407,-99,2,1,2,2,2
162408,3,3,3,3,3,1
162409,2,2,2,2,1,2
162410,2,2,2,2,2,2
162411,2,1,3,2,3,2
162413,3,3,3,3,3,1
162416,1,1,2,2,2,2
162417,3,3,3,3,3,1
162420,2,2,2,2,2,1
162422,2,1,1,1,1,2
162426,-99,-99,-99,-99,-99,2
162428,1,1,-99,1,-99,2
162429,1,2,2,2,1,2
162432,3,-99,3,3,3,1
162438,2,2,2,2,3,2
162439,2,2,3,3,3,1
162440,-99,-99,-99,-99,-99,2
162442,2,2,2,2,2,1
162443,2,3,2,2,2,2
162445,3,3,3,3,-99,1
162446,-99,-99,-99,-99,-99,2
162454,3,3,2,3,3,1
162456,1,1,1,-99,1,2
162457,1,1,2,1,2,2
162461,3,2,2,2,2,1
162468,-99,-99,-99,-99,-99,2
162471,2,1,2,2,2,2
162474,-99,2,-99,-99,1,1
162475,4,1,3,4,3,1
162488,1,1,2,-99,2,2
162489,3,3,3,3,3,1
162491,3,2,1,2,2,1
162493,2,2,2,1,2,1
162494,2,2,2,2,1,2
162497,3,3,3,3,3,1
162498,3,3,4,3,3,2
162500,3,2,3,3,2,1
162501,4,4,4,4,2,2
162503,3,3,3,3,3,1
162506,2,1,2,2,-99,1
162508,3,3,3,2,2,1
162509,1,1,1,2,2,1
162511,1,2,2,2,2,1
162515,2,1,1,1,1,2
162516,2,2,2,3,3,2
162517,2,1,2,-99,1,1
162519,2,3,-99,2,3,2
162522,3,3,3,4,4,2
162523,3,3,3,3,3,1
162528,2,2,2,1,1,2
162530,2,2,1,2,2,2
162531,2,3,-99,3,3,1
162536,3,3,3,3,3,1
162541,1,1,1,1,-99,2
162542,1,1,1,1,1,2
162543,3,3,3,3,3,2
162545,-99,-99,-99,-99,-99,2
162546,-99,2,2,-99,-99,1
162547,-99,3,2,2,2,2
162548,2,3,4,3,-99,2
162549,1,1,1,1,1,2
162550,-99,-99,-99,-99,-99,1
162551,3,2,2,2,1,2
162552,3,2,3,3,3,1
162553,-99,-99,-99,2,2,1
162555,2,2,2,2,2,1
162556,2,2,1,3,2,1
162557,1,2,2,1,1,2
162558,4,3,3,3,3,1
162561,3,3,3,3,3,1
162562,-99,-99,-99,1,1,2
162564,3,3,3,3,2,1
162565,-99,-99,-99,-99,-99,1
162568,3,3,2,3,2,2
162569,3,3,3,3,3,1
162570,3,3,3,3,3,1
162574,3,3,3,3,3,1
164000,1,-99,-99,1,1,1
164001,2,-99,1,1,1,2
164002,-99,2,1,2,1,2
164005,3,3,3,3,3,2
164010,3,3,3,3,4,1
164014,1,1,1,1,1,2
700108,2,1,-99,1,1,1
700564,4,3,3,3,3,2
700754,2,3,2,3,3,2
701668,2,3,3,2,3,1
704339,2,2,2,3,2,1
705145,4,4,4,4,4,2
705927,2,2,3,2,3,2
